1286	81.22
132	2.0
297	61.61
396	18.59
1253	2.0
594	1.0
726	1.0
495	14668.136363636364
660	1.0
263	114.22727272727273
1749	1.0
67	24.36
364	1.0
1287	2.0
560	157.39
1285	2.0
823	1.0
991	1.0
859	1.0
527	1.0
1713	4.0
365	10.51
1482	98.4
394	514.48
728	2.0
625	1.0
299	1.0
1120	1.0
199	5.0
32	40.67858585858586
129	4.31
34	49.40454545454545
298	1.0
36	53.03656565656566
131	1.0
1052	1.0
626	10.0
627	2.0
795	1.0
460	2.0
1381	1.0
400	2.0
1183	267.36
392	19.82
928	2.0
1126	1.0
788	1.0
260	20.36
94	1.0
325	165.39
598	129.86
1786	1.0
96	2.11
228	1.0
236	48.78
687	4904.080202020202
525	1.0
1325	1.0
359	1.0
398	93.39
357	14.59
62	21.39
266	38.370000000000005
1750	1.0
1675	1.0
1586	1.0
68	1.0
1424	1.0
489	1.0
323	2.0
1355	83.99
1185	1.0
72	4.0
1248	73.66
337	1.0
335	1.0
1260	1.0
3	261.58747474747474
333	1.0
329	1.0
762	3.0
424	1.0
1256	1.0
926	1.0
586	2.0
590	3.0
758	5.0
536	1.0
800	1.0
569	1.0
58	55.94111111111111
783	1.0
289	20.82
173	1.0
1163	1.0
321	27.27
74	3.0
1079	1.0
1444	1.0
1244	2.0
306	2.0
768	1.0
59	2.0
815	3.0
224	1.0
1326	1.0
274	1.0
1379	2.0
1313	1.0
27	125.76
1556	106.84
950	3.0
204	1.0
719	1.0
456	19.19
617	1.0
1213	27535.316363636364
302	1.0
472	1.0
220	1.0
638	11.0
1310	1.0
1545	1.0
549	1.0
1132	1.0
42	425.66999999999996
884	2.0
209	71.5111111111111
124	1.0
965	1.0
103	69.07000000000001
128	4.0
342	1.0
771	1.0
1059	1.0
391	1.0
828	1.0
1184	93.36
1034	1.0
1018	1.0
605	4.0
978	1.0
407	12.59
277	3.0
646	1.0
1868	1.0
1783	1.0
1346	1.0
184	2.0
654	52.07
1281	106.84
144	3.0
399	1.0
358	1.0
63	24.292020202020204
986	5.0
1342	1.0
439	2.0
1350	1.0
674	1.0
6	16.8
180	3.0
431	127.87
176	146.51929292929293
1103	1.0
913	2.0
164	4.109999999999999
1265	1.0
415	1.0
1087	1.0
79	1.0
257	1.0
249	5.0
1427	1.0
1402	90.42
1138	86.48
214	4.49
1665	1.0
50	1.0
281	4.0
181	1.0
1403	1.0
346	1.0
1039	3.0
941	1.0
809	12870.18
642	1.0
774	1.0
479	193.75
644	1.0
1568	105.2
477	1.0
1865	1.0
1236	4.0
777	1.0
314	1.0
315	108.22727272727273
609	1.0
776	1.0
975	2.0
711	1.0
542	75.16
1136	2.0
311	5.0
1796	1.0
1730	3.0
278	1.0
48	3.0
51	2.0
448	2.0
706	1.0
283	2.0
52	1.0
1042	1.0
970	125.76
544	1.0
547	81.35
1302	1.0
1139	1.0
377	1.0
378	6.0
546	2.0
548	1.0
376	1.0
212	1.0
713	4868.090202020202
712	2.0
639	4.0
738	79.02
606	1.0
375	25.88
309	2.0
1167	67.86
1100	1.0
681	52.07
177	3.0
408	1.0
770	2.0
475	2.0
574	2.0
780	1.0
185	6.0
1068	1.0
317	189.75
481	3.0
649	7.0
1406	27535.316363636364
942	1.0
843	68.86
847	135.65
1169	81.35
835	1.0
509	1.0
1329	1.0
517	1.0
242	71.5111111111111
513	54.07
576	1.0
179	1.0
673	25.82
1760	1.0
1598	2.0
1339	83.22
90	2.0
88	3.0
250	1.0
252	5002.740202020203
80	1.0
248	25.88
254	5.0
1344	1.0
1343	2.0
437	1.0
701	1.0
256	2.0
454	1.0
1624	2.0
8	5.35
9	144.8390909090909
1542	1.0
388	2.0
1246	106.84
782	1.0
1029	1.0
1033	1.0
603	25.88
353	1.0
652	2.0
1113	1.0
191	1.0
190	5.88
733	1.0
567	21.39
1280	6.0
538	18.82
142	1.0
307	1.0
781	4.0
109	12.712020202020202
56	5.0
1227	1.0
554	1.0
555	68.86
389	19.19
1231	82.22
616	34.14
1543	2.0
1211	1.0
368	4.0
636	3.0
704	166.28
1215	1.0
372	61.24
967	1.0
882	2.0
44	11.51
41	14.0
1546	1.0
1413	2.0
1445	1.0
1340	1.0
474	17.15
202	13.642020202020202
1117	1.0
575	1.0
1356	83.97
194	75.5111111111111
53	2.0
1283	177.82
449	1.0
1190	514.48
1243	1.0
1158	68.16
1069	59.06
409	11.8
61	4.0
607	23.48
737	1.0
401	1.0
352	2.0
308	8.0
393	1.0
267	4.0
688	26.37
316	1.0
186	1.0
648	3.0
105	179.5
20	1.0
482	2.0
332	3.0
773	1.0
101	5.4399999999999995
769	1.0
97	3.0
1668	1.0
1271	1.0
765	2.0
324	2.0
73	1.0
514	6.0
502	22.39
259	1.0
413	11.8
498	2.0
834	61.61
1093	2.0
81	1.0
753	3.0
1510	1.0
1781	135.65
